0.43998936,0.3640608,0.3591488
0.25029,0.24979872,0.24591896
0.840632,0.5812267,0.4788593
0.33694384,0.29694927,0.27038014
0.56445765,0.42301834,0.37948707
0.43495697,0.41885448,0.39987397
0.25141805,0.2492311,0.24768378
0.2932516,0.263583,0.25285146
0.31370738,0.30457804,0.29551256
0.3344116,0.31681725,0.31326273
0.25141877,0.23918983,0.22143567
0.30748773,0.2950229,0.2684095
0.3241581,0.2846245,0.25034025
0.30849066,0.25998524,0.25998524
0.35312518,0.28237006,0.26087657
0.20684305,0.20468292,0.19852288
0.35228676,0.2679139,0.2627723
0.48399234,0.47928476,0.44769797
0.38038874,0.2869182,0.27213347
0.24450034,0.19809914,0.18187574
0.44558072,0.25228953,0.20344064
0.29258335,0.28740314,0.277304
0.27383527,0.24179943,0.22631475
0.7187033,0.55347013,0.5062777
0.36586782,0.29840848,0.27839085
0.4328195,0.42225957,0.38222882
0.4266994,0.3914679,0.34976837
0.4829901,0.27577934,0.23754358
0.33375344,0.3176176,0.30211318
0.48476526,0.47184172,0.44440317
0.42073864,0.3389153,0.33251485
0.35679305,0.30898374,0.30782172
0.27434075,0.26410434,0.20412575
0.25246212,0.2363692,0.23268649
0.23739728,0.22756308,0.20880799
0.41776314,0.3883835,0.38468206
0.26935127,0.24147928,0.22447367
0.29567736,0.28364012,0.23373887
0.56377274,0.53753805,0.31484562
0.46452764,0.40291637,0.34317344
0.31338346,0.30166772,0.29774114
0.25270596,0.23064113,0.22740504
0.3331612,0.2796957,0.25996393
0.34112167,0.27180025,0.21042109
0.30323642,0.2914459,0.2861911
0.62433904,0.25767994,0.19478935
0.40665448,0.36536112,0.31705332
0.27800184,0.25534642,0.2373068
0.31362057,0.25941467,0.23682061
0.61432064,0.49154982,0.38608253
0.30440405,0.3008914,0.22759801
0.3294866,0.29558033,0.26755893
0.37819296,0.319672,0.29185903
0.34731543,0.27408925,0.27185565
0.42404276,0.37261328,0.34499103
0.45271313,0.31507063,0.28235528
0.42549106,0.39202192,0.28700614
0.22907534,0.21955131,0.20258307
0.46837455,0.32815227,0.29956555
0.41629368,0.24768388,0.24662286
0.39732438,0.344084,0.32206526
0.40141216,0.3853398,0.34880906
0.38638207,0.2816947,0.2595748
0.35632542,0.30472377,0.24180776
0.33746305,0.31128228,0.30418974
0.2857981,0.23315758,0.2279008
0.5443495,0.2748898,0.21640936
0.7042571,0.363936,0.3294344
0.34161925,0.31482783,0.30327415
0.3518577,0.34151703,0.327891
0.28271884,0.24198121,0.24144162
0.25589186,0.25222996,0.24497089
0.53062296,0.4673611,0.41683254
0.26437548,0.2624233,0.24085176
0.20006798,0.1899471,0.18793362
0.29636577,0.23635563,0.23405737
0.3612367,0.2424135,0.22593898
0.44367313,0.38877654,0.36760777
0.33105293,0.2882818,0.28623146
0.51958907,0.3962825,0.37522727
0.38194644,0.33330774,0.31594652
0.31693876,0.30806488,0.3013258
0.37695596,0.29100806,0.28824154
0.48289365,0.4157064,0.39740482
0.3864029,0.36475855,0.31834325
0.38026223,0.37199646,0.3544646
0.37200463,0.24373212,0.19606219
0.31072414,0.30421266,0.2857799
0.37972984,0.3458789,0.34286118
0.5029985,0.34342813,0.3108707
0.30631346,0.29157108,0.28257585
0.40811843,0.30645865,0.28878894
0.37499553,0.32619154,0.31898856
0.3155693,0.28150558,0.27341145
0.4986394,0.47829187,0.46295172
0.39713115,0.34819925,0.3160258
0.50546896,0.50233084,0.19319178
0.46875846,0.35906723,0.33167186
0.45527515,0.42534584,0.37993574
0.5725073,0.47637522,0.42547518
0.6397382,0.22448996,0.19433628
0.33951905,0.31618464,0.3073322
0.4864534,0.22760668,0.16941199
0.94195765,0.6357796,0.5793757
0.7386844,0.73828644,0.5565632
0.5667243,0.19034241,0.18732926
0.36596796,0.27610898,0.26860794
0.27552825,0.2466496,0.23751841
0.47393036,0.23932901,0.23582387
0.5170627,0.36095297,0.34033194
0.40130734,0.28905535,0.21361227
0.4048705,0.26116222,0.23429188
0.47217602,0.37800816,0.3456288
0.4756655,0.3438865,0.25172752
0.4236105,0.23923074,0.19760409
0.40631232,0.34665775,0.32112598
0.3761713,0.3761713,0.32072237
0.5282723,0.24191916,0.22954485
0.28452253,0.24748094,0.23451449
0.29297566,0.2514462,0.15473253
0.33607435,0.3269159,0.25555947
0.23667306,0.23335344,0.23118715
0.49587205,0.46159157,0.43114522
0.36285305,0.34594965,0.31428272
0.4246533,0.34749824,0.31329483
0.31697714,0.25233302,0.19835599
0.3685665,0.33375782,0.3336259
0.498229,0.35591272,0.26863927
0.42536867,0.31295952,0.3069276
0.4117428,0.3349393,0.3191387
0.35249913,0.30860648,0.25733212
0.54428947,0.4066307,0.3671159
0.36594006,0.2829889,0.16436958
0.57693154,0.46093246,0.4052478
0.38932186,0.37317905,0.34626773
0.3303037,0.18395732,0.18395732
0.30558917,0.30445534,0.30182657
0.3445604,0.34242126,0.27383667
0.31793103,0.2879045,0.28779075
0.22277603,0.220536,0.21245126
0.5466105,0.2698569,0.2698569
0.42434022,0.28334153,0.27954352
0.36634734,0.29867345,0.20968002
0.44460094,0.4052781,0.21911636
0.2511073,0.22991385,0.2109915
0.30160505,0.25851545,0.2163749
0.23201934,0.21700826,0.19832945
0.2711304,0.22124508,0.21564437
0.3489104,0.33138454,0.3250468
0.36049083,0.31892157,0.2917378
0.40439615,0.3987285,0.30368298
0.39056152,0.33945835,0.3107439
0.573823,0.2947551,0.17678262
0.5505513,0.39889356,0.3831321
0.4946764,0.4900842,0.4390225
