0.43212432,0.426294,0.29910383
0.2679812,0.21982579,0.20743611
0.647713,0.647364,0.58603215
0.36861277,0.36861277,0.34333152
0.65066206,0.45714825,0.41381
0.48155612,0.4637285,0.3171066
0.35062984,0.348453,0.28586394
0.33950356,0.3348081,0.3348081
0.58357555,0.56659263,0.53280175
0.32839394,0.32662588,0.32549474
0.44115826,0.3780215,0.28720692
0.47746393,0.2939618,0.22642164
0.3731478,0.33138222,0.29000837
0.26460785,0.26460785,0.26460785
0.38697332,0.2745459,0.22034264
0.25795466,0.21822725,0.21316314
0.3782536,0.2876617,0.2821411
0.44202596,0.4291208,0.41391277
0.41976273,0.33264738,0.29603696
0.34991792,0.28351063,0.26102427
0.5070543,0.28709614,0.1970078
0.3465871,0.33440825,0.32979175
0.28991264,0.23960215,0.22724575
0.7307528,0.53667396,0.50057673
0.34698012,0.2962686,0.22273794
0.46934322,0.42484888,0.39315957
0.5862901,0.45829433,0.45829433
0.47772658,0.22239758,0.21796067
0.3546708,0.32104754,0.29204342
0.49651536,0.46764195,0.43391037
0.29333803,0.2524197,0.25199765
0.33763787,0.33286098,0.3082618
0.43533218,0.42894676,0.42004544
0.26391613,0.25818,0.25435647
0.32397518,0.26318637,0.23890765
0.34621936,0.3125433,0.28692466
0.2958072,0.25299153,0.22872451
0.326124,0.23432139,0.21152942
0.45315185,0.3986898,0.38955802
0.52794343,0.20301779,0.19946343
0.31338346,0.30166772,0.29774114
0.3785403,0.3413867,0.28932762
0.3000503,0.25783956,0.24649371
0.35616913,0.2837898,0.2197031
0.34590936,0.33967257,0.33967257
0.6423421,0.26511025,0.20040616
0.40665448,0.36536112,0.31705332
0.3054512,0.30342254,0.26417226
0.3166033,0.24469088,0.2259196
0.57276356,0.53489447,0.36215106
0.4733437,0.33952084,0.24268267
0.43614906,0.3948016,0.3653535
0.38839966,0.32829928,0.29973572
0.34181964,0.33419856,0.32291016
0.59473395,0.556566,0.4765078
0.34493458,0.31138352,0.2858599
0.4437926,0.37911612,0.32490838
0.27045852,0.2412184,0.23497011
0.6160276,0.4316008,0.34396806
0.42887297,0.3888594,0.38253734
